gene_id	chromosome	start	end	width	source	type	score	phase	transcript_id	gene_source	gene_biotype	transcript_source	transcript_biotype	tag	gene_name	transcript_name
DDB_G0277505	2	7968732	7970662	1931	ensembl	transcript	NA	NA	EAL68715	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	hbx6	hbx6-1
DDB_G0277507	2	7970770	7972432	1663	ensembl	transcript	NA	NA	EAL68716	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277483	2	7973999	7976657	2659	ensembl	transcript	NA	NA	EAL68704	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277533	2	7976869	7980480	3612	ensembl	transcript	NA	NA	EAL68729	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277485	2	7981156	7984040	2885	ensembl	transcript	NA	NA	EAL68705	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	dyrk1	dyrk1-1
DDB_G0277535	2	7984731	7985785	1055	ensembl	transcript	NA	NA	EAL68730	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	rgn	rgn-1
DDB_G0277509	2	7985822	7986204	383	ensembl	transcript	NA	NA	EAL68717	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277487	2	7986431	7986733	303	ensembl	transcript	NA	NA	EAL68706	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277489	2	7988276	7988674	399	ensembl	transcript	NA	NA	EAL68707	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277537	2	7989159	7996777	7619	ensembl	transcript	NA	NA	EAL68731	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277491	2	7996971	7997588	618	ensembl	transcript	NA	NA	EAL68708	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	hspG12	hspG12-1
DDB_G0277397	2	7998660	8001018	2359	ensembl	transcript	NA	NA	EAL68661	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	DG1122	DG1122-1
DDB_G0277493	2	8001157	8003005	1849	ensembl	transcript	NA	NA	EAL68709	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	cct6	cct6-1
DDB_G0277495	2	8005050	8007029	1980	ensembl	transcript	NA	NA	EAL68710	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277401	2	8008207	8010029	1823	ensembl	transcript	NA	NA	EAL68663	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	vatB	vatB-1
DDB_G0277539	2	8010617	8013613	2997	ensembl	transcript	NA	NA	EAL68732	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277541	2	8015733	8018280	2548	ensembl	transcript	NA	NA	EAL68733	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277497	2	8019782	8020888	1107	ensembl	transcript	NA	NA	EAL68711	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	Ddaco	Ddaco-1
DDB_G0277543	2	8021040	8026101	5062	ensembl	transcript	NA	NA	EAL68734	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277499	2	8026900	8027055	156	ensembl	transcript	NA	NA	EAL68712	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277399	2	8027686	8031387	3702	ensembl	transcript	NA	NA	EAL68662	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	piaA	piaA-1
DDB_G0277511	2	8032660	8033990	1331	ensembl	transcript	NA	NA	EAL68718	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	hpd	hpd-1
DDB_G0277511	2	8032217	8033990	1774	ensembl	transcript	NA	NA	EAS66903	ena	protein_coding	ensembl	protein_coding	NA	hpd	hpd-2
DDB_G0277417	2	8034298	8035225	928	ensembl	transcript	NA	NA	EAL68671	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277415	2	8036179	8037106	928	ensembl	transcript	NA	NA	EAL68670	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277545	2	8037641	8039242	1602	ensembl	transcript	NA	NA	EAL68735	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	CYP518A1	CYP518A1-1
DDB_G0277429	2	8039644	8042304	2661	ensembl	transcript	NA	NA	EAL68677	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277427	2	8043662	8045683	2022	ensembl	transcript	NA	NA	EAL68676	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277547	2	8045819	8047222	1404	ensembl	transcript	NA	NA	EAL68736	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277425	2	8047664	8048590	927	ensembl	transcript	NA	NA	EAL68675	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277423	2	8049469	8050399	931	ensembl	transcript	NA	NA	EAL68674	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277421	2	8051193	8052121	929	ensembl	transcript	NA	NA	EAL68673	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277419	2	8052660	8060701	8042	ensembl	transcript	NA	NA	EAL68672	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277439	2	8066558	8068733	2176	ensembl	transcript	NA	NA	EAL68682	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	cycD	cycD-1
DDB_G0277437	2	8068928	8070071	1144	ensembl	transcript	NA	NA	EAL68681	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	nubp1	nubp1-1
DDB_G0277435	2	8070416	8070878	463	ensembl	transcript	NA	NA	EAL68680	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	dpm3	dpm3-1
DDB_G0277513	2	8071478	8072272	795	ensembl	transcript	NA	NA	EAL68719	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277433	2	8072307	8072992	686	ensembl	transcript	NA	NA	EAL68679	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277549	2	8074596	8077428	2833	ensembl	transcript	NA	NA	EAL68737	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277515	2	8077667	8079208	1542	ensembl	transcript	NA	NA	EAL68720	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277431	2	8079828	8083392	3565	ensembl	transcript	NA	NA	EAL68678	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0294905	2	8084436	8084506	71	ensembl	transcript	NA	NA	DDB_G0294905-1	ena	tRNA	ensembl	tRNA	Ensembl_canonical	tRNA-His-GUG-3	tRNA-His-GUG-3
DDB_G0277517	2	8084696	8084890	195	ensembl	transcript	NA	NA	EAL68721	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277519	2	8085622	8086809	1188	ensembl	transcript	NA	NA	EAL68722	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277521	2	8086854	8089802	2949	ensembl	transcript	NA	NA	EAL68723	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277523	2	8089978	8090286	309	ensembl	transcript	NA	NA	EAL68724	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277525	2	8090925	8094695	3771	ensembl	transcript	NA	NA	EAL68725	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277501	2	8096571	8097513	943	ensembl	transcript	NA	NA	EAL68713	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	capB	capB-1
DDB_G0277501	2	8096571	8097513	943	ensembl	transcript	NA	NA	EDR41094	ena	protein_coding	ensembl	protein_coding	NA	capB	capB-2
DDB_G0277555	2	8102198	8105994	3797	ensembl	transcript	NA	NA	EAL68740	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277557	2	8106401	8109993	3593	ensembl	transcript	NA	NA	EAL68741	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277441	2	8110957	8112037	1081	ensembl	transcript	NA	NA	EAL68683	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	rabJ	rabJ-1
DDB_G0277503	2	8112427	8113998	1572	ensembl	transcript	NA	NA	EAL68714	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	amtA	amtA-1
DDB_G0277443	2	8114815	8116806	1992	ensembl	transcript	NA	NA	EAL68684	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277445	2	8116895	8117316	422	ensembl	transcript	NA	NA	EAL68685	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277447	2	8117419	8119332	1914	ensembl	transcript	NA	NA	EAL68686	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277449	2	8121319	8122789	1471	ensembl	transcript	NA	NA	EAL68687	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277403	2	8123072	8123762	691	ensembl	transcript	NA	NA	EAL68664	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	clc	clc-1
DDB_G0277451	2	8124262	8125395	1134	ensembl	transcript	NA	NA	EAL68688	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	mgm101	mgm101-1
DDB_G0277559	2	8125465	8127574	2110	ensembl	transcript	NA	NA	EAL68742	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277527	2	8128317	8130866	2550	ensembl	transcript	NA	NA	EAL68726	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	ddx20	ddx20-1
DDB_G0277453	2	8131041	8131430	390	ensembl	transcript	NA	NA	EAL68689	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277561	2	8131744	8132569	826	ensembl	transcript	NA	NA	EAL68743	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	dynC	dynC-1
DDB_G0277455	2	8132946	8134724	1779	ensembl	transcript	NA	NA	EAL68690	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	plbE	plbE-1
DDB_G0277563	2	8135123	8135753	631	ensembl	transcript	NA	NA	EAL68744	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277457	2	8136499	8136957	459	ensembl	transcript	NA	NA	EAL68691	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277459	2	8137150	8137365	216	ensembl	transcript	NA	NA	EAL68692	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277461	2	8138236	8138421	186	ensembl	transcript	NA	NA	EAL68693	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277463	2	8138567	8138776	210	ensembl	transcript	NA	NA	EAL68694	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277529	2	8138832	8138954	123	ensembl	transcript	NA	NA	EAL68727	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277465	2	8139057	8139611	555	ensembl	transcript	NA	NA	EAL68695	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277467	2	8139803	8141816	2014	ensembl	transcript	NA	NA	EAL68696	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0294899	2	8141487	8141559	73	ensembl	transcript	NA	NA	DDB_G0294899-1	ena	tRNA	ensembl	tRNA	Ensembl_canonical	tRNA-Ala-AGC-3	tRNA-Ala-AGC-3
DDB_G0277469	2	8142776	8143417	642	ensembl	transcript	NA	NA	EAL68697	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277471	2	8143567	8145072	1506	ensembl	transcript	NA	NA	EAL68698	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277473	2	8145872	8146735	864	ensembl	transcript	NA	NA	EAL68699	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277475	2	8147736	8149203	1468	ensembl	transcript	NA	NA	EAL68700	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277477	2	8149300	8151585	2286	ensembl	transcript	NA	NA	EAL68701	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277479	2	8152464	8154059	1596	ensembl	transcript	NA	NA	EAL68702	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277565	2	8154194	8155649	1456	ensembl	transcript	NA	NA	EAL68745	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	syn5	syn5-1
DDB_G0277571	2	8158069	8160501	2433	ensembl	transcript	NA	NA	EAL68657	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277569	2	8161171	8162607	1437	ensembl	transcript	NA	NA	EAL68656	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277567	2	8163219	8164979	1761	ensembl	transcript	NA	NA	EAL68655	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277575	2	8169746	8170132	387	ensembl	transcript	NA	NA	EAL68659	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277573	2	8170344	8171360	1017	ensembl	transcript	NA	NA	EAL68658	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277577	2	8171700	8172988	1289	ensembl	transcript	NA	NA	EAL68660	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277589	2	8175755	8177761	2007	ensembl	transcript	NA	NA	EAL68612	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	gtaC	gtaC-1
DDB_G0277591	2	8180376	8182370	1995	ensembl	transcript	NA	NA	EAL68613	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	gtaH	gtaH-1
DDB_G0277593	2	8183598	8183862	265	ensembl	transcript	NA	NA	EAL68614	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277615	2	8184492	8186149	1658	ensembl	transcript	NA	NA	EAS66904	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277637	2	8186997	8190749	3753	ensembl	transcript	NA	NA	EAL68636	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277639	2	8191422	8195405	3984	ensembl	transcript	NA	NA	EAL68637	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277641	2	8196187	8198459	2273	ensembl	transcript	NA	NA	EAL68638	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277643	2	8198851	8202750	3900	ensembl	transcript	NA	NA	EAL68639	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277617	2	8203186	8203730	545	ensembl	transcript	NA	NA	EAL68626	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277645	2	8204223	8208116	3894	ensembl	transcript	NA	NA	EAL68640	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277595	2	8209423	8209563	141	ensembl	transcript	NA	NA	EAL68615	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277579	2	8210720	8212068	1349	ensembl	transcript	NA	NA	EAL68607	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277647	2	8212290	8214398	2109	ensembl	transcript	NA	NA	EAL68641	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277649	2	8217592	8217837	246	ensembl	transcript	NA	NA	EAL68642	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277619	2	8219196	8223353	4158	ensembl	transcript	NA	NA	EAL68627	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277651	2	8223652	8226674	3023	ensembl	transcript	NA	NA	EAL68643	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277621	2	8227275	8227795	521	ensembl	transcript	NA	NA	EAL68628	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277585	2	8228816	8232523	3708	ensembl	transcript	NA	NA	EAL68610	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277587	2	8233422	8233928	507	ensembl	transcript	NA	NA	EAL68611	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277623	2	8234081	8234612	532	ensembl	transcript	NA	NA	EAL68629	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277653	2	8235037	8238765	3729	ensembl	transcript	NA	NA	EAL68644	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277655	2	8239430	8246908	7479	ensembl	transcript	NA	NA	EAL68645	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277657	2	8247429	8251616	4188	ensembl	transcript	NA	NA	EAL68646	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277659	2	8252136	8256299	4164	ensembl	transcript	NA	NA	EAL68647	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277661	2	8257035	8261279	4245	ensembl	transcript	NA	NA	EAL68648	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277597	2	8262203	8263749	1547	ensembl	transcript	NA	NA	EAL68616	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	gpt3	gpt3-1
DDB_G0277599	2	8263837	8264397	561	ensembl	transcript	NA	NA	EAL68617	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277583	2	8264672	8265361	690	ensembl	transcript	NA	NA	EAL68609	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277663	2	8265860	8269194	3335	ensembl	transcript	NA	NA	EAL68649	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277625	2	8269607	8270869	1263	ensembl	transcript	NA	NA	EAL68630	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277665	2	8271819	8272437	619	ensembl	transcript	NA	NA	EAL68650	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277581	2	8272981	8274558	1578	ensembl	transcript	NA	NA	EAL68608	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277627	2	8277760	8280433	2674	ensembl	transcript	NA	NA	EAL68631	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	tgrR2	tgrR2-1
DDB_G0277629	2	8280728	8282193	1466	ensembl	transcript	NA	NA	EAL68632	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	rpl7a	rpl7a-1
DDB_G0277631	2	8282560	8283317	758	ensembl	transcript	NA	NA	EAL68633	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277667	2	8286817	8288311	1495	ensembl	transcript	NA	NA	EAL68651	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277633	2	8289542	8289730	189	ensembl	transcript	NA	NA	EAL68634	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0294901	2	8290826	8290896	71	ensembl	transcript	NA	NA	DDB_G0294901-1	ena	tRNA	ensembl	tRNA	Ensembl_canonical	tRNA-His-GUG-2	tRNA-His-GUG-2
DDB_G0277601	2	8291535	8293100	1566	ensembl	transcript	NA	NA	EAL68618	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277669	2	8293206	8294334	1129	ensembl	transcript	NA	NA	EAL68652	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277603	2	8295204	8298020	2817	ensembl	transcript	NA	NA	EAL68619	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277605	2	8298219	8298683	465	ensembl	transcript	NA	NA	EAL68620	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277607	2	8299059	8299469	411	ensembl	transcript	NA	NA	EAL68621	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277609	2	8299682	8299852	171	ensembl	transcript	NA	NA	EAL68622	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277671	2	8301218	8302591	1374	ensembl	transcript	NA	NA	EAL68653	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	rpc4	rpc4-1
DDB_G0295657	2	8302904	8303591	688	ensembl	transcript	NA	NA	EDR41095	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	ndufs4	ndufs4-1
DDB_G0295533	2	8303967	8304009	43	ensembl	transcript	NA	NA	DDB_G0295533-1	ena	ncRNA	ensembl	ncRNA	Ensembl_canonical	r45	r45
DDB_G0295535	2	8304316	8304369	54	ensembl	transcript	NA	NA	DDB_G0295535-1	ena	ncRNA	ensembl	ncRNA	Ensembl_canonical	r29	r29
DDB_G0277635	2	8305176	8306165	990	ensembl	transcript	NA	NA	EAL68635	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	rps27	rps27-1
DDB_G0277611	2	8306699	8310321	3623	ensembl	transcript	NA	NA	EAL68623	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277613	2	8310859	8311326	468	ensembl	transcript	NA	NA	EAL68624	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277673	2	8312031	8312444	414	ensembl	transcript	NA	NA	EAL68654	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277697	2	8312721	8313866	1146	ensembl	transcript	NA	NA	EAL68606	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277687	2	8316109	8321865	5757	ensembl	transcript	NA	NA	EAL68601	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277689	2	8322084	8323474	1391	ensembl	transcript	NA	NA	EAL68602	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277691	2	8323828	8328506	4679	ensembl	transcript	NA	NA	EAL68603	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	cog1	cog1-1
DDB_G0277693	2	8329000	8331264	2265	ensembl	transcript	NA	NA	EAL68604	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277675	2	8331577	8333980	2404	ensembl	transcript	NA	NA	EAL68595	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277683	2	8334565	8334760	196	ensembl	transcript	NA	NA	EAL68599	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277685	2	8335817	8342473	6657	ensembl	transcript	NA	NA	EAL68600	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277695	2	8343812	8345971	2160	ensembl	transcript	NA	NA	EAL68605	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277677	2	8346240	8346807	568	ensembl	transcript	NA	NA	EAL68596	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	rpb11	rpb11-1
DDB_G0277679	2	8347286	8348386	1101	ensembl	transcript	NA	NA	EAL68597	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277681	2	8349001	8350656	1656	ensembl	transcript	NA	NA	EAL68598	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	bzpH	bzpH-1
DDB_G0277705	2	8352571	8354094	1524	ensembl	transcript	NA	NA	EAL68588	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277707	2	8354614	8357036	2423	ensembl	transcript	NA	NA	EAL68589	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277709	2	8357628	8357933	306	ensembl	transcript	NA	NA	EAL68590	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277711	2	8359557	8362991	3435	ensembl	transcript	NA	NA	EAL68591	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277713	2	8363091	8364446	1356	ensembl	transcript	NA	NA	EAL68592	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0294903	2	8364904	8364976	73	ensembl	transcript	NA	NA	DDB_G0294903-1	ena	tRNA	ensembl	tRNA	Ensembl_canonical	tRNA-Ala-AGC-4	tRNA-Ala-AGC-4
DDB_G0277715	2	8365162	8365845	684	ensembl	transcript	NA	NA	EAL68593	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277699	2	8366249	8367026	778	ensembl	transcript	NA	NA	EAL68585	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277701	2	8367690	8368775	1086	ensembl	transcript	NA	NA	EAL68586	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	apeA	apeA-1
DDB_G0277703	2	8369439	8370133	695	ensembl	transcript	NA	NA	EAL68587	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277717	2	8370232	8370653	422	ensembl	transcript	NA	NA	EAL68594	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277787	2	8370848	8372608	1761	ensembl	transcript	NA	NA	EAL68567	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277767	2	8373298	8375811	2514	ensembl	transcript	NA	NA	EAL68557	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277723	2	8375987	8377795	1809	ensembl	transcript	NA	NA	EAL68535	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277725	2	8379878	8380941	1064	ensembl	transcript	NA	NA	EAL68536	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	thfA	thfA-1
DDB_G0277789	2	8381890	8385404	3515	ensembl	transcript	NA	NA	EAL68568	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277727	2	8385798	8387972	2175	ensembl	transcript	NA	NA	EAL68537	ena	nontranslating_CDS	ensembl	nontranslating_CDS	Ensembl_canonical	uroc1	uroc1-1
DDB_G0277729	2	8389301	8390209	909	ensembl	transcript	NA	NA	EAL68538	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277719	2	8390719	8395307	4589	ensembl	transcript	NA	NA	EAL68533	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	DG1054	DG1054-1
DDB_G0277731	2	8396089	8400726	4638	ensembl	transcript	NA	NA	EAL68539	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0277791	2	8401462	8402411	950	ensembl	transcript	NA	NA	EAL68569	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	racO	racO-1
DDB_G0277733	2	8402743	8406060	3318	ensembl	transcript	NA	NA	EAL68540	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	valS1	valS1-1
DDB_G0277735	2	8406382	8407197	816	ensembl	transcript	NA	NA	EAL68541	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
